Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Admin_Unit_Name,Month,Month_Name,Season,Observation_Time_Bin,Distance_Approx_m,Watchlist_Flag
ROCR,ROCR-2,ROCR Site 3,ROCR-P02,Forest,2022,2022-06-15,07:15:00,07:26:00,K. Osei,1,5-7.5 min,Calling,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,65.4,61.0,Clear,Gentle breeze (8-12 mph),Moderate effect on count,2,Rock Creek Park,6,Jun,Summer,Morning (7-9am),25.0,At-Risk (Watchlist)
ROCR,ROCR-1,ROCR Site 4,ROCR-P01,Forest,2022,2022-05-25,07:15:00,07:25:00,J. Chen,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,71.8,53.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,2,Rock Creek Park,5,May,Spring,Morning (7-9am),25.0,At-Risk (Watchlist)
ROCR,ROCR-3,ROCR Site 3,ROCR-P02,Forest,2021,2021-06-22,05:40:00,05:50:00,T. Nguyen,3,7.5-10 min,Singing,> 100 Meters,False,Male,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,62.3,48.0,Fog/Mist,Gentle breeze (8-12 mph),Slight effect on count,1,Rock Creek Park,6,Jun,Summer,Early Morning (<7am),125.0,At-Risk (Watchlist)
ROCR,ROCR-3,ROCR Site 1,ROCR-P07,Forest,2022,2022-06-11,05:20:00,05:28:00,A. Rivera,1,0-2.5 min,Calling,50 - 100 Meters,False,Male,Blue Jay,Cyanocitta cristata,179738,NPS-BLJA,BLJA,False,False,71.9,28.0,Clear,Calm (< 1 mph) smoke rises vertically,Slight effect on count,2,Rock Creek Park,6,Jun,Summer,Early Morning (<7am),75.0,Not Listed
ROCR,ROCR-1,ROCR Site 1,ROCR-P02,Forest,2023,2023-06-26,06:30:00,06:38:00,S. Patel,2,5-7.5 min,Singing,> 100 Meters,False,Female,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,70.8,68.0,Partly Cloudy,Gentle breeze (8-12 mph),No effect on count,2,Rock Creek Park,6,Jun,Summer,Early Morning (<7am),125.0,Not Listed
ROCR,ROCR-2,ROCR Site 2,ROCR-P06,Forest,2024,2024-07-09,07:30:00,07:41:00,S. Patel,2,0-2.5 min,Non-vocal,> 100 Meters,False,Female,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,59.8,88.0,Clear,Gentle breeze (8-12 mph),Slight effect on count,3,Rock Creek Park,7,Jul,Summer,Morning (7-9am),125.0,At-Risk (Watchlist)
ROCR,ROCR-2,ROCR Site 3,ROCR-P04,Forest,2022,2022-07-25,06:40:00,06:49:00,R. Fischer,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179269,NPS-EATO,EATO,True,True,61.4,35.0,Cloudy/Overcast,Light air (1-3 mph),Slight effect on count,2,Rock Creek Park,7,Jul,Summer,Early Morning (<7am),75.0,At-Risk (Watchlist)
ROCR,ROCR-1,ROCR Site 1,ROCR-P02,Forest,2021,2021-04-10,08:30:00,08:39:00,K. Osei,1,5-7.5 min,Visualization,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,74.1,51.0,Clear,Gentle breeze (8-12 mph),Slight effect on count,1,Rock Creek Park,4,Apr,Spring,Morning (7-9am),25.0,At-Risk (Watchlist)
ROCR,ROCR-1,ROCR Site 4,ROCR-P01,Forest,2021,2021-06-12,05:10:00,05:20:00,A. Rivera,1,7.5-10 min,Calling,> 100 Meters,False,Female,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,73.8,49.0,Light Rain,Gentle breeze (8-12 mph),No effect on count,3,Rock Creek Park,6,Jun,Summer,Early Morning (<7am),125.0,Not Listed
ROCR,ROCR-2,ROCR Site 2,ROCR-P01,Forest,2024,2024-06-17,06:45:00,06:53:00,R. Fischer,2,2.5-5 min,Non-vocal,> 100 Meters,False,Male,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,75.3,60.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Slight effect on count,1,Rock Creek Park,6,Jun,Summer,Early Morning (<7am),125.0,Not Listed
ROCR,ROCR-1,ROCR Site 2,ROCR-P06,Forest,2023,2023-04-10,08:15:00,08:24:00,A. Rivera,3,2.5-5 min,Non-vocal,50 - 100 Meters,False,Male,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,66.5,37.0,Clear,Gentle breeze (8-12 mph),No effect on count,2,Rock Creek Park,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
ROCR,ROCR-1,ROCR Site 3,ROCR-P06,Forest,2023,2023-06-07,08:20:00,08:31:00,L. Martin,3,5-7.5 min,Singing,50 - 100 Meters,False,Female,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,72.4,42.0,Fog/Mist,Light air (1-3 mph),No effect on count,1,Rock Creek Park,6,Jun,Summer,Morning (7-9am),75.0,Not Listed
ROCR,ROCR-1,ROCR Site 4,ROCR-P01,Forest,2024,2024-06-03,09:20:00,09:31:00,T. Nguyen,2,0-2.5 min,Singing,50 - 100 Meters,False,Female,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,59.9,79.0,Cloudy/Overcast,Light breeze (4-7 mph),Moderate effect on count,2,Rock Creek Park,6,Jun,Summer,Late Morning (9-11am),75.0,At-Risk (Watchlist)
ROCR,ROCR-2,ROCR Site 1,ROCR-P07,Forest,2023,2023-06-24,06:50:00,06:59:00,R. Fischer,3,2.5-5 min,Visualization,<= 50 Meters,False,Female,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,69.4,43.0,Partly Cloudy,Gentle breeze (8-12 mph),Slight effect on count,6,Rock Creek Park,6,Jun,Summer,Early Morning (<7am),25.0,Not Listed
ROCR,ROCR-1,ROCR Site 4,ROCR-P05,Forest,2022,2022-06-07,09:15:00,09:26:00,K. Osei,3,7.5-10 min,Singing,50 - 100 Meters,False,Undetermined,Tufted Titmouse,Baeolophus bicolor,178420,NPS-TUTI,TUTI,False,False,56.1,62.0,Partly Cloudy,Light air (1-3 mph),Moderate effect on count,3,Rock Creek Park,6,Jun,Summer,Late Morning (9-11am),75.0,Not Listed
ROCR,ROCR-2,ROCR Site 1,ROCR-P02,Forest,2022,2022-06-11,07:10:00,07:21:00,T. Nguyen,3,5-7.5 min,Calling,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179263,NPS-NOCA,NOCA,False,False,82.3,58.0,Cloudy/Overcast,Light air (1-3 mph),Moderate effect on count,1,Rock Creek Park,6,Jun,Summer,Morning (7-9am),75.0,Not Listed
ROCR,ROCR-3,ROCR Site 1,ROCR-P02,Forest,2022,2022-04-08,08:00:00,08:09:00,J. Chen,1,7.5-10 min,Calling,> 100 Meters,False,Female,Eastern Towhee,Pipilo erythrophthalmus,179269,NPS-EATO,EATO,True,True,86.2,48.0,Clear,Light air (1-3 mph),No effect on count,2,Rock Creek Park,4,Apr,Spring,Morning (7-9am),125.0,At-Risk (Watchlist)
ROCR,ROCR-2,ROCR Site 1,ROCR-P06,Forest,2022,2022-07-09,06:10:00,06:18:00,M. Okafor,1,7.5-10 min,Singing,50 - 100 Meters,False,Female,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,65.2,58.0,Light Rain,Light air (1-3 mph),Moderate effect on count,4,Rock Creek Park,7,Jul,Summer,Early Morning (<7am),75.0,Not Listed
ROCR,ROCR-3,ROCR Site 4,ROCR-P01,Forest,2023,2023-05-15,07:30:00,07:39:00,T. Nguyen,1,2.5-5 min,Singing,<= 50 Meters,False,Male,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,63.7,75.0,Partly Cloudy,Light breeze (4-7 mph),No effect on count,5,Rock Creek Park,5,May,Spring,Morning (7-9am),25.0,Not Listed
ROCR,ROCR-3,ROCR Site 3,ROCR-P03,Forest,2024,2024-06-27,08:10:00,08:20:00,J. Chen,2,0-2.5 min,Visualization,> 100 Meters,False,Undetermined,Yellow Warbler,Setophaga petechia,178911,NPS-YEWA,YEWA,False,False,84.2,100.0,Partly Cloudy,Gentle breeze (8-12 mph),Moderate effect on count,5,Rock Creek Park,6,Jun,Summer,Morning (7-9am),125.0,Not Listed
ROCR,ROCR-1,ROCR Site 2,ROCR-P01,Forest,2022,2022-04-25,09:50:00,10:01:00,J. Chen,1,7.5-10 min,Singing,> 100 Meters,False,Undetermined,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,70.2,61.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,2,Rock Creek Park,4,Apr,Spring,Late Morning (9-11am),125.0,At-Risk (Watchlist)
ROCR,ROCR-1,ROCR Site 3,ROCR-P07,Forest,2021,2021-04-22,05:45:00,05:55:00,L. Martin,1,0-2.5 min,Singing,> 100 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,68.9,68.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Slight effect on count,3,Rock Creek Park,4,Apr,Spring,Early Morning (<7am),125.0,At-Risk (Watchlist)
ROCR,ROCR-2,ROCR Site 1,ROCR-P04,Forest,2022,2022-06-19,07:00:00,07:11:00,R. Fischer,1,2.5-5 min,Singing,50 - 100 Meters,False,Female,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,57.8,77.0,Cloudy/Overcast,Light breeze (4-7 mph),Moderate effect on count,1,Rock Creek Park,6,Jun,Summer,Morning (7-9am),75.0,Not Listed
ROCR,ROCR-1,ROCR Site 1,ROCR-P03,Forest,2021,2021-06-17,07:10:00,07:21:00,S. Patel,2,0-2.5 min,Non-vocal,> 100 Meters,False,Undetermined,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,60.9,60.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,1,Rock Creek Park,6,Jun,Summer,Morning (7-9am),125.0,Not Listed
ROCR,ROCR-1,ROCR Site 4,ROCR-P07,Forest,2022,2022-05-19,06:00:00,06:09:00,A. Rivera,2,5-7.5 min,Singing,50 - 100 Meters,False,Undetermined,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,64.4,32.0,Fog/Mist,Light air (1-3 mph),Slight effect on count,8,Rock Creek Park,5,May,Spring,Early Morning (<7am),75.0,Not Listed
ROCR,ROCR-2,ROCR Site 3,ROCR-P06,Forest,2024,2024-05-15,09:20:00,09:28:00,A. Rivera,1,7.5-10 min,Calling,50 - 100 Meters,False,Male,Tufted Titmouse,Baeolophus bicolor,178420,NPS-TUTI,TUTI,False,False,67.2,36.0,Partly Cloudy,Light breeze (4-7 mph),Moderate effect on count,4,Rock Creek Park,5,May,Spring,Late Morning (9-11am),75.0,Not Listed
ROCR,ROCR-3,ROCR Site 2,ROCR-P06,Forest,2021,2021-05-20,09:20:00,09:29:00,J. Chen,3,0-2.5 min,Non-vocal,50 - 100 Meters,False,Undetermined,Tufted Titmouse,Baeolophus bicolor,178420,NPS-TUTI,TUTI,False,False,70.9,52.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,6,Rock Creek Park,5,May,Spring,Late Morning (9-11am),75.0,Not Listed
ROCR,ROCR-1,ROCR Site 3,ROCR-P04,Forest,2022,2022-04-04,07:40:00,07:51:00,R. Fischer,3,0-2.5 min,Non-vocal,50 - 100 Meters,True,Undetermined,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,66.3,86.0,Partly Cloudy,Light breeze (4-7 mph),No effect on count,3,Rock Creek Park,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
ROCR,ROCR-1,ROCR Site 2,ROCR-P02,Forest,2022,2022-07-22,09:45:00,09:53:00,J. Chen,1,5-7.5 min,Visualization,50 - 100 Meters,False,Female,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,70.4,39.0,Fog/Mist,Light breeze (4-7 mph),Moderate effect on count,2,Rock Creek Park,7,Jul,Summer,Late Morning (9-11am),75.0,Not Listed
ROCR,ROCR-3,ROCR Site 2,ROCR-P03,Forest,2021,2021-07-03,05:30:00,05:39:00,R. Fischer,3,7.5-10 min,Non-vocal,<= 50 Meters,False,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,63.3,46.0,Clear,Gentle breeze (8-12 mph),Moderate effect on count,5,Rock Creek Park,7,Jul,Summer,Early Morning (<7am),25.0,At-Risk (Watchlist)
ROCR,ROCR-3,ROCR Site 2,ROCR-P06,Forest,2021,2021-05-21,09:45:00,09:54:00,M. Okafor,1,2.5-5 min,Visualization,> 100 Meters,False,Male,Northern Cardinal,Cardinalis cardinalis,179263,NPS-NOCA,NOCA,False,False,76.8,73.0,Partly Cloudy,Light breeze (4-7 mph),Slight effect on count,2,Rock Creek Park,5,May,Spring,Late Morning (9-11am),125.0,Not Listed
ROCR,ROCR-2,ROCR Site 2,ROCR-P03,Forest,2023,2023-05-04,09:40:00,09:48:00,J. Chen,3,2.5-5 min,Singing,> 100 Meters,False,Male,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,61.9,59.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Slight effect on count,5,Rock Creek Park,5,May,Spring,Late Morning (9-11am),125.0,At-Risk (Watchlist)
ROCR,ROCR-3,ROCR Site 1,ROCR-P02,Forest,2023,2023-04-16,07:45:00,07:54:00,R. Fischer,1,0-2.5 min,Visualization,50 - 100 Meters,False,Female,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,67.7,64.0,Partly Cloudy,Light breeze (4-7 mph),No effect on count,6,Rock Creek Park,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
ROCR,ROCR-2,ROCR Site 3,ROCR-P07,Forest,2021,2021-05-26,07:30:00,07:39:00,T. Nguyen,3,2.5-5 min,Non-vocal,<= 50 Meters,False,Female,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,63.5,46.0,Partly Cloudy,Light air (1-3 mph),Moderate effect on count,5,Rock Creek Park,5,May,Spring,Morning (7-9am),25.0,Not Listed
ROCR,ROCR-1,ROCR Site 3,ROCR-P06,Forest,2023,2023-06-03,09:50:00,10:00:00,T. Nguyen,2,5-7.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,52.2,100.0,Partly Cloudy,Gentle breeze (8-12 mph),Slight effect on count,2,Rock Creek Park,6,Jun,Summer,Late Morning (9-11am),25.0,Not Listed
ROCR,ROCR-3,ROCR Site 4,ROCR-P06,Forest,2024,2024-04-06,06:45:00,06:55:00,J. Chen,1,0-2.5 min,Non-vocal,> 100 Meters,True,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,70.4,38.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,2,Rock Creek Park,4,Apr,Spring,Early Morning (<7am),125.0,At-Risk (Watchlist)
ROCR,ROCR-2,ROCR Site 2,ROCR-P02,Forest,2021,2021-04-23,09:10:00,09:19:00,S. Patel,2,2.5-5 min,Singing,<= 50 Meters,False,Female,Tufted Titmouse,Baeolophus bicolor,178420,NPS-TUTI,TUTI,False,False,59.6,79.0,Clear,Gentle breeze (8-12 mph),No effect on count,5,Rock Creek Park,4,Apr,Spring,Late Morning (9-11am),25.0,Not Listed
ROCR,ROCR-2,ROCR Site 4,ROCR-P05,Forest,2024,2024-06-12,09:20:00,09:28:00,K. Osei,2,7.5-10 min,Non-vocal,50 - 100 Meters,False,Female,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,62.9,47.0,Light Rain,Light breeze (4-7 mph),Slight effect on count,3,Rock Creek Park,6,Jun,Summer,Late Morning (9-11am),75.0,At-Risk (Watchlist)
ROCR,ROCR-1,ROCR Site 3,ROCR-P07,Forest,2022,2022-05-07,07:40:00,07:50:00,S. Patel,3,0-2.5 min,Singing,50 - 100 Meters,True,Female,Eastern Towhee,Pipilo erythrophthalmus,179269,NPS-EATO,EATO,True,True,68.9,39.0,Light Rain,Light air (1-3 mph),Slight effect on count,1,Rock Creek Park,5,May,Spring,Morning (7-9am),75.0,At-Risk (Watchlist)
ROCR,ROCR-2,ROCR Site 3,ROCR-P03,Forest,2021,2021-05-02,06:10:00,06:19:00,R. Fischer,1,7.5-10 min,Calling,<= 50 Meters,False,Undetermined,Yellow Warbler,Setophaga petechia,178911,NPS-YEWA,YEWA,False,False,75.6,39.0,Clear,Gentle breeze (8-12 mph),Moderate effect on count,1,Rock Creek Park,5,May,Spring,Early Morning (<7am),25.0,Not Listed
ROCR,ROCR-2,ROCR Site 1,ROCR-P02,Forest,2021,2021-05-27,07:30:00,07:40:00,L. Martin,2,2.5-5 min,Singing,,False,Male,Blue Jay,Cyanocitta cristata,179738,NPS-BLJA,BLJA,False,False,81.7,55.0,Cloudy/Overcast,Light air (1-3 mph),No effect on count,1,Rock Creek Park,5,May,Spring,Morning (7-9am),,Not Listed
ROCR,ROCR-1,ROCR Site 1,ROCR-P07,Forest,2022,2022-04-02,09:50:00,10:01:00,L. Martin,1,7.5-10 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179263,NPS-NOCA,NOCA,False,False,68.1,20.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,1,Rock Creek Park,4,Apr,Spring,Late Morning (9-11am),75.0,Not Listed
ROCR,ROCR-2,ROCR Site 2,ROCR-P01,Forest,2023,2023-06-22,09:10:00,09:19:00,J. Chen,2,0-2.5 min,Calling,> 100 Meters,False,Male,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,54.6,97.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,2,Rock Creek Park,6,Jun,Summer,Late Morning (9-11am),125.0,Not Listed
ROCR,ROCR-2,ROCR Site 4,ROCR-P01,Forest,2021,2021-07-24,06:40:00,06:48:00,J. Chen,1,7.5-10 min,Non-vocal,> 100 Meters,False,Male,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,64.7,58.0,Partly Cloudy,Light air (1-3 mph),Moderate effect on count,3,Rock Creek Park,7,Jul,Summer,Early Morning (<7am),125.0,Not Listed
ROCR,ROCR-1,ROCR Site 4,ROCR-P04,Forest,2024,2024-07-08,09:50:00,09:58:00,R. Fischer,1,7.5-10 min,Calling,50 - 100 Meters,False,Male,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,61.1,53.0,Clear,Light air (1-3 mph),No effect on count,1,Rock Creek Park,7,Jul,Summer,Late Morning (9-11am),75.0,Not Listed
ROCR,ROCR-2,ROCR Site 3,ROCR-P05,Forest,2023,2023-06-10,05:10:00,05:19:00,R. Fischer,1,5-7.5 min,Visualization,> 100 Meters,False,Female,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,66.7,66.0,Cloudy/Overcast,Light air (1-3 mph),No effect on count,6,Rock Creek Park,6,Jun,Summer,Early Morning (<7am),125.0,At-Risk (Watchlist)
ROCR,ROCR-2,ROCR Site 4,ROCR-P02,Forest,2024,2024-07-27,06:10:00,06:20:00,L. Martin,2,0-2.5 min,Calling,<= 50 Meters,False,Male,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,59.2,60.0,Fog/Mist,Calm (< 1 mph) smoke rises vertically,Slight effect on count,2,Rock Creek Park,7,Jul,Summer,Early Morning (<7am),25.0,Not Listed
ROCR,ROCR-1,ROCR Site 3,ROCR-P07,Forest,2024,2024-04-02,08:20:00,08:29:00,S. Patel,2,7.5-10 min,Singing,50 - 100 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,73.5,57.0,Clear,Gentle breeze (8-12 mph),Slight effect on count,3,Rock Creek Park,4,Apr,Spring,Morning (7-9am),75.0,At-Risk (Watchlist)
ROCR,ROCR-1,ROCR Site 3,ROCR-P03,Forest,2024,2024-05-20,05:30:00,05:41:00,T. Nguyen,1,2.5-5 min,Singing,<= 50 Meters,False,Undetermined,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,78.2,50.0,Light Rain,Calm (< 1 mph) smoke rises vertically,No effect on count,2,Rock Creek Park,5,May,Spring,Early Morning (<7am),25.0,At-Risk (Watchlist)
ROCR,ROCR-1,ROCR Site 3,ROCR-P02,Forest,2023,2023-06-11,09:50:00,10:00:00,J. Chen,3,7.5-10 min,Non-vocal,50 - 100 Meters,False,Undetermined,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,67.1,45.0,Clear,Gentle breeze (8-12 mph),No effect on count,3,Rock Creek Park,6,Jun,Summer,Late Morning (9-11am),75.0,Not Listed
ROCR,ROCR-2,ROCR Site 4,ROCR-P06,Forest,2024,2024-06-26,08:10:00,08:20:00,S. Patel,2,2.5-5 min,Singing,50 - 100 Meters,True,Undetermined,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,64.0,39.0,Fog/Mist,Light air (1-3 mph),Moderate effect on count,2,Rock Creek Park,6,Jun,Summer,Morning (7-9am),75.0,At-Risk (Watchlist)
ROCR,ROCR-1,ROCR Site 1,ROCR-P01,Forest,2021,2021-07-12,07:50:00,08:01:00,R. Fischer,2,0-2.5 min,Visualization,50 - 100 Meters,False,Undetermined,Tufted Titmouse,Baeolophus bicolor,178420,NPS-TUTI,TUTI,False,False,55.3,61.0,Light Rain,Gentle breeze (8-12 mph),Slight effect on count,4,Rock Creek Park,7,Jul,Summer,Morning (7-9am),75.0,Not Listed
ROCR,ROCR-3,ROCR Site 4,ROCR-P04,Forest,2021,2021-04-04,05:40:00,05:51:00,K. Osei,3,5-7.5 min,Singing,> 100 Meters,False,Female,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,79.9,82.0,Clear,Light air (1-3 mph),Slight effect on count,4,Rock Creek Park,4,Apr,Spring,Early Morning (<7am),125.0,Not Listed
ROCR,ROCR-1,ROCR Site 3,ROCR-P01,Forest,2024,2024-06-11,09:40:00,09:51:00,R. Fischer,2,5-7.5 min,Visualization,50 - 100 Meters,True,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,78.8,56.0,Fog/Mist,Light breeze (4-7 mph),Moderate effect on count,1,Rock Creek Park,6,Jun,Summer,Late Morning (9-11am),75.0,At-Risk (Watchlist)
ROCR,ROCR-2,ROCR Site 1,ROCR-P04,Forest,2024,2024-05-25,06:00:00,06:11:00,S. Patel,1,0-2.5 min,Non-vocal,<= 50 Meters,False,Male,Tufted Titmouse,Baeolophus bicolor,178420,NPS-TUTI,TUTI,False,False,62.0,43.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,3,Rock Creek Park,5,May,Spring,Early Morning (<7am),25.0,Not Listed
ROCR,ROCR-3,ROCR Site 1,ROCR-P05,Forest,2021,2021-05-12,07:10:00,07:21:00,T. Nguyen,3,2.5-5 min,Singing,50 - 100 Meters,False,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,76.1,61.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,2,Rock Creek Park,5,May,Spring,Morning (7-9am),75.0,At-Risk (Watchlist)
ROCR,ROCR-1,ROCR Site 1,ROCR-P02,Forest,2022,2022-06-26,09:50:00,10:00:00,S. Patel,3,7.5-10 min,Non-vocal,<= 50 Meters,False,Male,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,69.2,79.0,Fog/Mist,Light air (1-3 mph),Slight effect on count,5,Rock Creek Park,6,Jun,Summer,Late Morning (9-11am),25.0,At-Risk (Watchlist)
ROCR,ROCR-2,ROCR Site 3,ROCR-P01,Forest,2023,2023-07-05,08:00:00,08:10:00,L. Martin,1,5-7.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179269,NPS-EATO,EATO,True,True,60.3,73.0,Light Rain,Light air (1-3 mph),Moderate effect on count,1,Rock Creek Park,7,Jul,Summer,Morning (7-9am),25.0,At-Risk (Watchlist)
ROCR,ROCR-1,ROCR Site 3,ROCR-P05,Forest,2024,2024-05-22,09:15:00,09:24:00,L. Martin,2,2.5-5 min,Singing,50 - 100 Meters,False,Female,Blue Jay,Cyanocitta cristata,179738,NPS-BLJA,BLJA,False,False,76.8,67.0,Light Rain,Gentle breeze (8-12 mph),Slight effect on count,4,Rock Creek Park,5,May,Spring,Late Morning (9-11am),75.0,Not Listed
ROCR,ROCR-1,ROCR Site 4,ROCR-P05,Forest,2023,2023-06-17,08:00:00,08:09:00,L. Martin,3,0-2.5 min,Non-vocal,> 100 Meters,False,Male,Yellow Warbler,Setophaga petechia,178911,NPS-YEWA,YEWA,False,False,67.3,48.0,Partly Cloudy,Light air (1-3 mph),Slight effect on count,1,Rock Creek Park,6,Jun,Summer,Morning (7-9am),125.0,Not Listed
ROCR,ROCR-3,ROCR Site 1,ROCR-P04,Forest,2022,2022-05-15,08:20:00,08:28:00,T. Nguyen,3,0-2.5 min,Visualization,<= 50 Meters,False,Female,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,74.3,56.0,Clear,Light air (1-3 mph),Slight effect on count,3,Rock Creek Park,5,May,Spring,Morning (7-9am),25.0,Not Listed
ROCR,ROCR-2,ROCR Site 4,ROCR-P05,Forest,2024,2024-04-07,07:10:00,07:18:00,M. Okafor,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,74.5,57.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,3,Rock Creek Park,4,Apr,Spring,Morning (7-9am),25.0,At-Risk (Watchlist)
ROCR,ROCR-2,ROCR Site 4,ROCR-P01,Forest,2021,2021-04-16,07:45:00,07:54:00,L. Martin,3,5-7.5 min,Visualization,<= 50 Meters,False,Female,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,68.4,56.0,Clear,Light air (1-3 mph),Slight effect on count,3,Rock Creek Park,4,Apr,Spring,Morning (7-9am),25.0,Not Listed
ROCR,ROCR-1,ROCR Site 2,ROCR-P01,Forest,2024,2024-07-26,08:00:00,08:10:00,S. Patel,3,0-2.5 min,Calling,<= 50 Meters,False,Female,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,51.3,44.0,Cloudy/Overcast,Light breeze (4-7 mph),Slight effect on count,1,Rock Creek Park,7,Jul,Summer,Morning (7-9am),25.0,At-Risk (Watchlist)
